"",brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
319,Maruti,2014,250999,30000,Petrol,Individual,Manual,1,22.740,796.000,47.300,5.000
320,Maruti,2020,250999,30000,Petrol,Individual,Manual,1,22.050,796.000,47.300,5.000
322,Maruti,2014,235000,25000,Petrol,Individual,Manual,1,22.740,796.000,47.300,5.000
323,Maruti,2016,280000,30000,Petrol,Individual,Manual,2,22.740,796.000,47.300,5.000
324,Maruti,2015,180000,35000,Petrol,Individual,Manual,2,22.740,796.000,47.300,5.000
325,Maruti,2018,295000,20000,Petrol,Individual,Manual,1,24.700,796.000,47.300,5.000
326,Maruti,2017,325000,23000,Petrol,Individual,Manual,1,24.700,796.000,47.300,5.000
327,Maruti,2018,300000,15000,Petrol,Individual,Manual,2,24.700,796.000,47.300,5.000
328,Maruti,2015,270000,40000,Petrol,Individual,Manual,1,22.740,796.000,47.300,5.000
329,Maruti,2016,262000,50000,Petrol,Individual,Manual,1,22.740,796.000,47.300,5.000
330,Maruti,2017,295000,80000,Petrol,Individual,Manual,1,24.700,796.000,47.300,5.000
331,Maruti,2014,229999,30000,Petrol,Individual,Manual,2,22.740,796.000,47.300,5.000
332,Maruti,2020,360000,5000,Petrol,Individual,Manual,1,22.050,796.000,47.300,5.000
333,Maruti,2018,285000,22000,Petrol,Individual,Manual,1,24.700,796.000,47.300,5.000
334,Maruti,2018,320000,15000,Petrol,Individual,Manual,1,24.700,796.000,47.300,5.000
335,Maruti,2016,320000,46737,Petrol,Individual,Manual,1,22.740,796.000,47.300,5.000
336,Maruti,2016,315000,32000,Petrol,Dealer,Manual,1,24.700,796.000,47.300,5.000
337,Maruti,2015,265000,48000,Petrol,Dealer,Manual,1,24.700,796.000,47.300,5.000
339,Maruti,2017,330000,20000,Petrol,Individual,Manual,1,24.700,796.000,47.300,5.000
340,Maruti,2018,350000,50000,Petrol,Individual,Manual,1,24.700,796.000,47.300,5.000
341,Maruti,2020,370000,15000,Petrol,Individual,Manual,1,22.050,796.000,47.300,5.000
342,Maruti,2005,80000,90000,Petrol,Individual,Automatic,2,19.700,796.000,46.300,5.000
343,Maruti,2011,210000,46000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
344,Maruti,2013,240000,60000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
345,Maruti,2013,215000,25000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
346,Maruti,2011,140000,50000,Petrol,Individual,Manual,3,20.920,998.000,67.100,5.000
347,Maruti,2012,250000,90000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
348,Maruti,2011,210000,35000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
349,Maruti,2012,252000,48000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
350,Maruti,2012,229999,50000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
351,Maruti,2012,200000,70000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
352,Maruti,2012,275000,50000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
353,Maruti,2011,190000,92500,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
354,Maruti,2013,250000,35000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
355,Maruti,2014,254999,40000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
356,Maruti,2011,229999,40000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
357,Maruti,2012,204000,110000,Petrol,Individual,Manual,3,20.920,998.000,67.100,5.000
358,Maruti,2010,240000,80000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
359,Maruti,2011,235000,60000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
362,Maruti,2011,225000,30000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
363,Maruti,2010,160000,100000,Petrol,Individual,Manual,3,20.920,998.000,67.100,5.000
365,Maruti,2014,210000,70000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
366,Maruti,2011,225000,76000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
367,Maruti,2013,240000,44000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
368,Maruti,2012,170000,90000,Petrol,Individual,Manual,3,20.920,998.000,67.100,5.000
369,Maruti,2012,235000,80000,Petrol,Individual,Manual,3,20.920,998.000,67.100,5.000
370,Maruti,2012,110000,80000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
371,Maruti,2012,220000,13000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
373,Maruti,2010,148000,120000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
375,Maruti,2013,199000,60000,Petrol,Individual,Manual,2,20.200,998.000,67.100,5.000
376,Maruti,2012,260000,16830,Petrol,Individual,Manual,1,20.200,998.000,67.100,5.000
377,Maruti,2015,300000,20000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
378,Maruti,2010,150000,80000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
379,Maruti,2011,165000,90000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
380,Maruti,2011,204999,97500,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
382,Maruti,2013,250000,27000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
383,Maruti,2015,265000,54000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
384,Maruti,2012,200000,29500,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
385,Maruti,2011,199000,70000,Petrol,Individual,Manual,3,20.920,998.000,67.100,5.000
386,Maruti,2010,145000,70000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
387,Maruti,2018,350000,10000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
388,Maruti,2014,240000,90000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
389,Maruti,2011,180000,70000,Petrol,Individual,Manual,1,20.920,998.000,67.100,5.000
390,Maruti,2017,300000,30000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
391,Maruti,2014,229999,60000,Petrol,Individual,Manual,2,20.920,998.000,67.100,5.000
392,Maruti,2017,290000,10000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
393,Maruti,2011,135000,110048,Petrol,Individual,Manual,3,20.920,998.000,67.100,5.000
394,Maruti,2018,390000,10300,Petrol,Dealer,Manual,1,23.950,998.000,67.050,5.000
395,Maruti,2011,175000,11000,Petrol,Dealer,Manual,1,23.950,998.000,67.050,5.000
396,Maruti,2014,215000,80000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
397,Maruti,2017,300000,30000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
398,Maruti,2016,300000,25000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
399,Maruti,2015,250000,52000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
400,Maruti,2019,360000,25000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
401,Maruti,2020,390000,6000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
402,Maruti,2016,298000,70000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
403,Maruti,2016,250000,20000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
404,Maruti,2019,360000,27000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
405,Maruti,2017,350000,27000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
406,Maruti,2015,285000,40000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
407,Maruti,2015,315000,29000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
408,Maruti,2015,320000,30000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
409,Maruti,2015,240000,50000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
410,Maruti,2017,320000,32000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
411,Maruti,2017,325000,3564,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
412,Maruti,2016,325000,20000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
413,Maruti,2016,265000,110000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
414,Maruti,2014,240000,80000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
415,Maruti,2018,375000,11500,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
416,Maruti,2016,320000,50000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
417,Maruti,2015,240000,80000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
418,Maruti,2016,330000,30000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
419,Maruti,2014,250000,50000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
420,Maruti,2017,330000,50000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
421,Maruti,2015,300000,40000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
422,Maruti,2017,370000,30000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
423,Maruti,2015,290000,42000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
425,Maruti,2016,285000,75000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
426,Maruti,2016,300000,15000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
427,Maruti,2016,260000,120000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
428,Maruti,2017,335000,25000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
429,Maruti,2015,265000,67000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
430,Maruti,2014,220000,100000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
431,Maruti,2017,250000,20000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
432,Maruti,2014,300000,70000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
433,Maruti,2019,350000,15000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
434,Maruti,2014,229999,53473,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
435,Maruti,2018,350000,40000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
436,Maruti,2015,300000,24000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
437,Maruti,2016,350000,9900,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
438,Maruti,2017,350000,40000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
439,Maruti,2014,250000,58000,Petrol,Individual,Manual,2,23.950,998.000,67.050,5.000
440,Maruti,2016,305000,40000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
442,Maruti,2018,390000,10000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
444,Maruti,2019,380000,14000,Petrol,Individual,Automatic,1,23.950,998.000,67.050,5.000
445,Maruti,2015,350000,38000,Petrol,Individual,Automatic,2,23.950,998.000,67.050,5.000
446,Maruti,2017,400000,10000,Petrol,Individual,Automatic,1,23.950,998.000,67.100,5.000
447,Maruti,2017,350000,15500,Petrol,Individual,Automatic,1,23.950,998.000,67.100,5.000
448,Maruti,2019,366000,15000,Petrol,Individual,Manual,1,23.950,998.000,67.100,5.000
449,Maruti,2016,310000,23400,Petrol,Individual,Manual,2,23.950,998.000,67.100,5.000
451,Maruti,2017,382000,40000,Petrol,Individual,Manual,1,23.950,998.000,67.100,5.000
452,Maruti,2017,340000,45000,Petrol,Individual,Manual,1,23.950,998.000,67.100,5.000
453,Maruti,2019,399000,10000,Petrol,Individual,Manual,1,23.950,998.000,67.050,5.000
454,Maruti,2002,150000,80000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
455,Maruti,2005,110000,45000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
456,Maruti,2005,85000,80000,Petrol,Individual,Manual,4,19.700,796.000,46.300,5.000
457,Maruti,2005,85000,150000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
458,Maruti,2009,120000,58000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
459,Maruti,2000,108000,206000,Petrol,Individual,Manual,4,19.700,796.000,46.300,5.000
460,Maruti,2006,100000,40000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
461,Maruti,2005,95000,70000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
462,Maruti,2004,60000,113000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
463,Maruti,2010,125000,120000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
464,Maruti,2005,90000,100000,Petrol,Individual,Manual,4,19.700,796.000,46.300,5.000
465,Maruti,2011,170000,70000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
466,Maruti,2006,150000,100000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
467,Maruti,2012,225000,40000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
468,Maruti,2006,120000,30000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
469,Maruti,2007,135000,57000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
470,Maruti,2010,125000,80000,Petrol,Individual,Manual,4,19.700,796.000,46.300,5.000
471,Maruti,2007,130000,78000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
472,Maruti,2011,114999,10000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
473,Maruti,2011,175000,175000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
474,Maruti,2004,100000,100000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
475,Maruti,2009,120000,17000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
476,Maruti,2006,120000,100000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
477,Maruti,2011,140000,72000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
478,Maruti,2006,100000,42500,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
479,Maruti,2007,100000,60000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
480,Maruti,2012,160000,110000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
481,Maruti,2007,110000,120000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
482,Maruti,2011,220000,35000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
483,Maruti,2005,110000,90000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
484,Maruti,2009,115999,110000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
485,Maruti,2009,125000,70000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
486,Maruti,2006,65000,100000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
487,Maruti,2011,130000,60000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
488,Maruti,2005,55000,39000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
489,Maruti,2010,180000,25000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
490,Maruti,2004,90000,60000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
491,Maruti,2010,170000,100000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
492,Maruti,2008,95000,80000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
493,Maruti,2004,90000,70000,Petrol,Individual,Manual,4,19.700,796.000,46.300,5.000
494,Maruti,2003,100000,164000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
495,Maruti,2000,45957,90000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
497,Maruti,2004,100000,40000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
498,Maruti,2008,120000,68000,Petrol,Dealer,Manual,3,19.700,796.000,46.300,5.000
499,Maruti,2007,118000,110000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
500,Maruti,2007,150000,75000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
501,Maruti,2009,170000,90000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
502,Maruti,2009,85000,90000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
503,Maruti,2005,110000,50800,Petrol,Dealer,Manual,2,19.700,796.000,46.300,5.000
504,Maruti,2010,135000,90000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
505,Maruti,2006,85000,60000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
506,Maruti,2008,120000,80000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
507,Maruti,2007,120000,120000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
508,Maruti,2008,105000,65000,Petrol,Individual,Manual,4,19.700,796.000,46.300,5.000
509,Maruti,2011,160000,25000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
510,Maruti,2005,90000,99361,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
511,Maruti,2009,130000,70000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
512,Maruti,2002,140000,50000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
513,Maruti,2012,215000,90000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
514,Maruti,2010,165000,30000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
515,Maruti,2009,120000,90000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
516,Maruti,2005,90000,40000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
517,Maruti,2005,80000,40000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
518,Maruti,2007,95000,70000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
519,Maruti,2009,120000,120000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
520,Maruti,2012,185000,60000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
521,Maruti,2008,110000,80000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
522,Maruti,2004,118000,60000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
523,Maruti,2006,120000,120000,Petrol,Individual,Manual,4,19.700,796.000,46.300,5.000
524,Maruti,2007,130000,88700,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
525,Maruti,2014,110000,50000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
526,Maruti,2011,180000,60000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
527,Maruti,2010,170000,75000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
528,Maruti,2008,128000,19000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
529,Maruti,2011,130000,100000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
530,Maruti,2011,195000,46000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
531,Maruti,2010,160000,48000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
532,Maruti,2006,85000,150000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
533,Maruti,2009,170000,59000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
534,Maruti,2009,135000,100000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
535,Maruti,2011,200000,50600,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
536,Maruti,2006,94500,44000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
537,Maruti,2010,135000,95000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
538,Maruti,2012,180000,70000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
539,Maruti,2009,170000,90000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
540,Maruti,2010,160000,36659,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
541,Maruti,2009,160000,70000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
542,Maruti,2009,140000,35000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
543,Maruti,2004,105000,96000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
544,Maruti,2010,190000,35000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
545,Maruti,2008,145000,120000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
546,Maruti,2009,150000,40000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
547,Maruti,2009,195000,40000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
548,Maruti,2007,100000,90000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
549,Maruti,2010,215000,64000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
550,Maruti,2011,215000,50000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
551,Maruti,2009,155000,54000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
552,Maruti,2011,155000,40000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
553,Maruti,2008,150000,70000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
554,Maruti,2011,175000,50000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
555,Maruti,2010,175000,58000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
556,Maruti,2010,160000,60000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
557,Maruti,2007,128000,60000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
558,Maruti,2007,150000,80000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
559,Maruti,2010,180000,80500,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
560,Maruti,2008,120000,70000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
561,Maruti,2010,150000,100000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
562,Maruti,2008,95000,70000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
563,Maruti,2007,130000,90000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
564,Maruti,2007,100000,70000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
565,Maruti,2012,145000,70000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
566,Maruti,2007,110000,120000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
567,Maruti,2012,135000,70000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
568,Maruti,2011,148000,40000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
569,Maruti,2011,122000,110000,Petrol,Individual,Manual,4,19.700,796.000,46.300,5.000
570,Maruti,2012,200000,50000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
571,Maruti,2009,125000,141000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
573,Maruti,2012,220000,111000,Petrol,Individual,Manual,1,19.700,796.000,46.300,5.000
574,Maruti,2010,130000,28000,Petrol,Individual,Manual,2,19.700,796.000,46.300,5.000
576,Maruti,2004,90000,110000,Petrol,Individual,Manual,3,19.700,796.000,46.300,5.000
